side_dropout,accuracy,auroc_ovr,macro_concept_accuracy,macro_concept_f1,epochs_trained,best_val_loss
0.0,0.8264,0.9809254611111111,0.9517625000000001,0.8832538557880305,1,0.6049688282012939
0.1,0.8253,0.9807261444444444,0.9517374999999999,0.8832247987528081,1,0.6067424001693725
