concept_index,concept_name,avg_abs_change_original_class_prob,avg_abs_change_max_class_prob,label_change_percent,influence_rank
4,has_collar,0.108019482421875,0.06654426879882812,91.12,1
7,is_legwear_or_footwear,0.10777816162109374,0.08415313110351562,68.46,2
5,is_long_garment,0.09589693603515625,0.082935888671875,58.04,3
6,is_outerwear_layer,0.08201673583984374,0.07853971557617187,61.55,4
0,is_footwear,0.0805451171875,0.07658885498046875,14.57,5
1,is_closed_footwear,0.07617977294921875,0.03350694274902344,46.03,6
2,is_footwear_or_bag,0.06798456420898437,0.060131817626953125,38.6,7
3,has_sleeves,0.052594476318359375,0.04768592529296875,15.86,8
