source_file,run_name,model,model_label,seed,epochs,batch_size,lr,lambda_concept,side_dropout,early_stopping_patience,epochs_trained,best_val_loss,checkpoint_path,accuracy,auroc_ovr,macro_concept_accuracy,macro_concept_f1
cbm_joint_seed42_epochs1_bs512_lr0_001_lambda1_0.json,cbm_joint_seed42_epochs1_bs512_lr0_001_lambda1_0,cbm_joint,Joint CBM,42,1,512,0.001,1.0,,3,1,1.9096725012461344,/Users/valbu/Desktop/Master/IV semicuatri/Deep Learning/Project/outputs/checkpoints/cbm_joint_seed42_epochs1_bs512_lr0_001_lambda1_0.pt,0.3632,0.9288538833333332,0.9482124999999999,0.8914199738195654
