source_file,sweep_run,side_dropout,accuracy,auroc_ovr,macro_concept_accuracy,macro_concept_f1,epochs_trained,best_val_loss
hybrid_dropout_sweep_seed42_epochs1_bs1024_lr0_001.csv,hybrid_dropout_sweep_seed42_epochs1_bs1024_lr0_001,0.0,0.8264,0.9809254611111112,0.9517625,0.8832538557880305,1,0.6049688282012939
hybrid_dropout_sweep_seed42_epochs1_bs1024_lr0_001.csv,hybrid_dropout_sweep_seed42_epochs1_bs1024_lr0_001,0.1,0.8253,0.9807261444444444,0.9517375,0.8832247987528081,1,0.6067424001693725
hybrid_dropout_sweep_seed42_epochs1_bs2048_lr0_001_dropouts0_0.csv,hybrid_dropout_sweep_seed42_epochs1_bs2048_lr0_001_dropouts0_0,0.0,0.7738,0.9720044222222224,0.9261875,0.7864433136396036,1,0.927540922164917
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.0,0.8522,0.9855706222222222,0.959725,0.9026718210392596,3,0.5047685683568318
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.1,0.8518,0.9854440944444444,0.9596875,0.9024362138250914,3,0.506056182384491
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.3,0.8474,0.9849520444444444,0.9596875,0.9019526518993446,3,0.5140640288988749
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.5,0.8438,0.9843632111111112,0.9600125,0.9018644823903428,3,0.522931201616923
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.7,0.8397,0.9833798055555556,0.95995,0.9015095710628168,3,0.537935528755188
hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9.csv,hybrid_dropout_sweep_seed42_epochs3_bs2048_lr0_001_dropouts0_0_0_1_0_3_0_5_0_7_0_9,0.9,0.8118,0.9786513666666669,0.9609625,0.9020319206517924,3,0.6099942973454793
