source_file,run_name,model,model_label,seed,epochs,batch_size,lr,lambda_concept,side_dropout,early_stopping_patience,epochs_trained,best_val_loss,checkpoint_path,accuracy,auroc_ovr,macro_concept_accuracy,macro_concept_f1
hybrid_seed42_epochs1_bs512_lr0_001_lambda1_0_side0_3.json,hybrid_seed42_epochs1_bs512_lr0_001_lambda1_0_side0_3,hybrid,Hybrid CBM,42,1,512,0.001,1.0,0.3,3,1,0.509958523273468,/Users/valbu/Desktop/Master/IV semicuatri/Deep Learning/Project/outputs/checkpoints/hybrid_seed42_epochs1_bs512_lr0_001_lambda1_0_side0_3.pt,0.85,0.985087988888889,0.9618125000000001,0.9117716280761003
